rule,file,task_idx,step_id,step,status,old_action,new_action,old_text,new_text,old_relation,new_relation,marker,remove_tag,note
G2,00006-HkseAnWCgqk/tasks-island_2.json,23,1,Arrange the dining table.,OK,place_on,straighten,Place dining table on surface.,Straighten the dining table.,on,,;referent_grounding_v1:G2,,X=dining table
G1,00166-RaYrxWt5pR1/tasks-island_0.json,51,1,Arrange items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G2,00166-RaYrxWt5pR1/tasks-island_0.json,57,1,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G2,00166-RaYrxWt5pR1/tasks-island_0.json,69,1,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G2,00166-RaYrxWt5pR1/tasks-island_0.json,93,2,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00166-RaYrxWt5pR1/tasks-island_0.json,97,4,Arrange the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00166-RaYrxWt5pR1/tasks-island_0.json,107,4,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G2,00166-RaYrxWt5pR1/tasks-island_0.json,111,5,Arrange the flower.,OK,place_on,straighten,Place flower on surface.,Straighten the flower.,on,,;referent_grounding_v1:G2,,X=flower
G2,00168-bHKTDQFJxTw/tasks-island_0.json,40,2,Arrange the flowerpot.,OK,place_on,straighten,Place flowerpot on surface.,Straighten the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G1,00168-bHKTDQFJxTw/tasks-island_0.json,59,4,Organize the objects on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the objects on the shelf.,on,on,;referent_grounding_v1:G1,,X=objects|Y=shelf
G1,00168-bHKTDQFJxTw/tasks-island_0.json,60,6,Set the flowerpot on the desk.,OK,place_on,place_on,Place flowerpot on surface.,Place the flowerpot on the desk.,on,on,;referent_grounding_v1:G1,,X=flowerpot|Y=desk
G2,00168-bHKTDQFJxTw/tasks-island_0.json,62,5,Set the knife for preparation.,OK,place_on,straighten,Place knife on surface.,Straighten the knife.,on,,;referent_grounding_v1:G2,,X=knife
G1,00168-bHKTDQFJxTw/tasks-island_0.json,67,4,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G2,00168-bHKTDQFJxTw/tasks-island_0.json,69,6,Arrange the wall sign for the background.,OK,place_on,straighten,Place wall sign on surface.,Straighten the wall sign.,on,,;referent_grounding_v1:G2,,X=wall sign
G1,00168-bHKTDQFJxTw/tasks-island_0.json,71,6,Set the flowerpot on the shelf.,OK,place_on,place_on,Place flowerpot on surface.,Place the flowerpot on the shelf.,on,on,;referent_grounding_v1:G1,,X=flowerpot|Y=shelf
G1,00168-bHKTDQFJxTw/tasks-island_0.json,75,4,Set the plate on the coffee table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the coffee table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=coffee table
G2,00168-bHKTDQFJxTw/tasks-island_0.json,86,6,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00168-bHKTDQFJxTw/tasks-island_0.json,98,5,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00168-bHKTDQFJxTw/tasks-island_0.json,100,6,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00168-bHKTDQFJxTw/tasks-island_0.json,117,3,Position the sunglasses.,OK,place_on,reposition,Place sunglasses on surface.,Reposition the sunglasses.,on,,;referent_grounding_v1:G2,,X=sunglasses
G2,00168-bHKTDQFJxTw/tasks-island_0.json,117,4,Arrange the stone support structure.,OK,place_on,straighten,Place stone support structure on surface.,Straighten the stone support structure.,on,,;referent_grounding_v1:G2,,X=stone support structure
G1,00168-bHKTDQFJxTw/tasks-island_0.json,121,6,Set the bottle on the table.,OK,place_on,place_on,Place bottle on surface.,Place the bottle on the table.,on,on,;referent_grounding_v1:G1,,X=bottle|Y=table
G2,00168-bHKTDQFJxTw/tasks-island_0.json,136,1,Position the speaker for the presentation.,OK,place_on,reposition,Place speaker on surface.,Reposition the speaker.,on,,;referent_grounding_v1:G2,,X=speaker
G2,00168-bHKTDQFJxTw/tasks-island_0.json,139,1,Position the arcade game.,OK,place_in,reposition,Place arcade game in receptacle.,Reposition the arcade game.,in,,;referent_grounding_v1:G2,,X=arcade game
G2,00168-bHKTDQFJxTw/tasks-island_0.json,141,3,Position the flowerpot.,OK,place_on,reposition,Place flowerpot on surface.,Reposition the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G2,00168-bHKTDQFJxTw/tasks-island_1.json,4,1,Position the speaker.,OK,place_on,reposition,Place speaker on surface.,Reposition the speaker.,on,,;referent_grounding_v1:G2,,X=speaker
G2,00168-bHKTDQFJxTw/tasks-island_1.json,9,3,Arrange the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G1,00168-bHKTDQFJxTw/tasks-island_1.json,17,4,Set the cup on the side table.,OK,place_on,place_on,Place cup on surface.,Place the cup on the side table.,on,on,;referent_grounding_v1:G1,,X=cup|Y=side table
G2,00168-bHKTDQFJxTw/tasks-island_1.json,18,4,Set the cup down.,OK,place_on,straighten,Place cup on surface.,Straighten the cup.,on,,;referent_grounding_v1:G2,,X=cup
G2,00168-bHKTDQFJxTw/tasks-island_1.json,20,3,Position the laptop computer for monitoring.,OK,place_on,reposition,Place laptop computer on surface.,Reposition the laptop computer.,on,,;referent_grounding_v1:G2,,X=laptop computer
G2,00168-bHKTDQFJxTw/tasks-island_1.json,26,5,Reposition the fire extinguisher to its designated spot.,OK,place_on,reposition,Place fire extinguisher on surface.,Reposition the fire extinguisher.,on,,;referent_grounding_v1:G2,,X=fire extinguisher
G2,00168-bHKTDQFJxTw/tasks-island_1.json,29,3,Position the lamp for better lighting.,OK,place_on,reposition,Place lamp on surface.,Reposition the lamp.,on,,;referent_grounding_v1:G2,,X=lamp
G2,00168-bHKTDQFJxTw/tasks-island_1.json,37,5,Reposition the fire extinguisher correctly.,OK,place_on,reposition,Place fire extinguisher on surface.,Reposition the fire extinguisher correctly.,on,,;referent_grounding_v1:G2,,X=fire extinguisher correctly
G2,00168-bHKTDQFJxTw/tasks-island_1.json,49,1,Arrange the laptop computer.,OK,place_on,straighten,Place laptop computer on surface.,Straighten the laptop computer.,on,,;referent_grounding_v1:G2,,X=laptop computer
G2,00168-bHKTDQFJxTw/tasks-island_1.json,52,2,Arrange the laptop computer.,OK,place_in,straighten,Place laptop computer in receptacle.,Straighten the laptop computer.,in,,;referent_grounding_v1:G2,,X=laptop computer
G2,00168-bHKTDQFJxTw/tasks-island_1.json,56,2,Arrange the laptop computer.,OK,place_on,straighten,Place laptop computer on surface.,Straighten the laptop computer.,on,,;referent_grounding_v1:G2,,X=laptop computer
G2,00168-bHKTDQFJxTw/tasks-island_1.json,58,7,Arrange the laptop computer.,OK,place_on,straighten,Place laptop computer on surface.,Straighten the laptop computer.,on,,;referent_grounding_v1:G2,,X=laptop computer
G2,00168-bHKTDQFJxTw/tasks-island_1.json,60,3,Arrange the laptop computer.,OK,place_on,straighten,Place laptop computer on surface.,Straighten the laptop computer.,on,,;referent_grounding_v1:G2,,X=laptop computer
G1,00172-bB6nKqfsb1z/tasks-island_0.json,2,3,Organize books on the rack.,OK,place_on,place_on,Place rack on surface.,Place the books on the rack.,on,on,;referent_grounding_v1:G1,,X=books|Y=rack
G1,00172-bB6nKqfsb1z/tasks-island_0.json,16,4,Display items in the display cabinet.,OK,place_in,place_in,Place display cabinet in receptacle.,Place the items in the display cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=display cabinet
G2,00172-bB6nKqfsb1z/tasks-island_0.json,24,3,Arrange the flowerpot.,OK,place_on,straighten,Place flowerpot on surface.,Straighten the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G3,00172-bB6nKqfsb1z/tasks-island_0.json,42,1,Fluff the cushions on the couch.,OK,fluff,fluff,Fluff items on the couch.,Fluff the cushions on the couch.,on,on,;referent_grounding_v1:G3,,NP=cushions
G1,00172-bB6nKqfsb1z/tasks-island_0.json,56,3,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G3,00172-bB6nKqfsb1z/tasks-island_0.json,58,2,Place the laptop into the backpack.,OK,place_in,place_in,Place items in the laptop_computer.,Place the laptop in the laptop_computer.,in,in,;referent_grounding_v1:G3,,NP=laptop
G3,00172-bB6nKqfsb1z/tasks-island_0.json,63,1,Fluff the pillows on the couch.,OK,fluff,fluff,Fluff items on the couch.,Fluff the pillows on the couch.,on,on,;referent_grounding_v1:G3,,NP=pillows
G1,00172-bB6nKqfsb1z/tasks-island_0.json,70,3,Organize items on the rack.,OK,place_on,place_on,Place rack on surface.,Place the items on the rack.,on,on,;referent_grounding_v1:G1,,X=items|Y=rack
G2,00172-bB6nKqfsb1z/tasks-island_0.json,81,4,Arrange the stuffed animal.,OK,place_on,straighten,Place stuffed animal on surface.,Straighten the stuffed animal.,on,,;referent_grounding_v1:G2,,X=stuffed animal
G1,00172-bB6nKqfsb1z/tasks-island_0.json,85,4,Set a book on the desk.,OK,place_on,place_on,Place book on surface.,Place the book on the desk.,on,on,;referent_grounding_v1:G1,,X=book|Y=desk
G1,00172-bB6nKqfsb1z/tasks-island_0.json,98,5,Arrange the hairbrush on the counter.,OK,place_on,place_on,Place hairbrush on surface.,Place the hairbrush on the counter.,on,on,;referent_grounding_v1:G1,,X=hairbrush|Y=counter
G1,00172-bB6nKqfsb1z/tasks-island_0.json,101,4,Arrange the plush toy on the shelf.,OK,place_on,place_on,Place plush toy on surface.,Place the plush toy on the shelf.,on,on,;referent_grounding_v1:G1,,X=plush toy|Y=shelf
G1,00172-bB6nKqfsb1z/tasks-island_0.json,103,4,Set the knife beside the plate.,OK,place_on,place_on,Place knife on surface.,Place the knife beside the plate.,on,at,;referent_grounding_v1:G1,,X=knife|Y=plate
G3,00172-bB6nKqfsb1z/tasks-island_0.json,104,1,Fluff the pillows on the couch.,OK,fluff,fluff,Fluff items on the couch.,Fluff the pillows on the couch.,on,on,;referent_grounding_v1:G3,,NP=pillows
G1,00172-bB6nKqfsb1z/tasks-island_0.json,109,1,Organize items on the rack.,OK,place_on,place_on,Place rack on surface.,Place the items on the rack.,on,on,;referent_grounding_v1:G1,,X=items|Y=rack
G2,00172-bB6nKqfsb1z/tasks-island_0.json,117,3,Arrange the plush toy.,OK,place_on,straighten,Place plush toy on surface.,Straighten the plush toy.,on,,;referent_grounding_v1:G2,,X=plush toy
G2,00172-bB6nKqfsb1z/tasks-island_0.json,129,3,Position the computer keyboard.,OK,place_on,reposition,Place computer keyboard on surface.,Reposition the computer keyboard.,on,,;referent_grounding_v1:G2,,X=computer keyboard
G2,00172-bB6nKqfsb1z/tasks-island_0.json,132,2,Arrange the hairbrush.,OK,place_on,straighten,Place hairbrush on surface.,Straighten the hairbrush.,on,,;referent_grounding_v1:G2,,X=hairbrush
G1,00172-bB6nKqfsb1z/tasks-island_0.json,135,4,Set the plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G4,00172-bB6nKqfsb1z/tasks-island_0.json,146,4,Fill a watering can at the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G2,00172-bB6nKqfsb1z/tasks-island_0.json,162,5,Arrange the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,171,5,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,176,4,Arrange the shampoo.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo.,on,,;referent_grounding_v1:G2,,X=shampoo
G2,00172-bB6nKqfsb1z/tasks-island_0.json,179,6,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,181,5,Arrange the stuffed animal.,OK,place_on,straighten,Place stuffed animal on surface.,Straighten the stuffed animal.,on,,;referent_grounding_v1:G2,,X=stuffed animal
G2,00172-bB6nKqfsb1z/tasks-island_0.json,183,4,Arrange the bag.,OK,place_on,straighten,Place bag on surface.,Straighten the bag.,on,,;referent_grounding_v1:G2,,X=bag
G2,00172-bB6nKqfsb1z/tasks-island_0.json,184,6,Arrange the hairbrush.,OK,place_on,straighten,Place hairbrush on surface.,Straighten the hairbrush.,on,,;referent_grounding_v1:G2,,X=hairbrush
G2,00172-bB6nKqfsb1z/tasks-island_0.json,190,3,Arrange the bag.,OK,place_on,straighten,Place bag on surface.,Straighten the bag.,on,,;referent_grounding_v1:G2,,X=bag
G2,00172-bB6nKqfsb1z/tasks-island_0.json,194,4,Arrange the shampoo.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo.,on,,;referent_grounding_v1:G2,,X=shampoo
G2,00172-bB6nKqfsb1z/tasks-island_0.json,195,4,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,196,5,Arrange the stuffed animal.,OK,place_on,straighten,Place stuffed animal on surface.,Straighten the stuffed animal.,on,,;referent_grounding_v1:G2,,X=stuffed animal
G2,00172-bB6nKqfsb1z/tasks-island_0.json,204,6,Arrange the box.,OK,place_on,straighten,Place box on surface.,Straighten the box.,on,,;referent_grounding_v1:G2,,X=box
G2,00172-bB6nKqfsb1z/tasks-island_0.json,206,3,Arrange the shampoo.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo.,on,,;referent_grounding_v1:G2,,X=shampoo
G2,00172-bB6nKqfsb1z/tasks-island_0.json,210,6,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,211,6,Arrange the bag.,OK,place_on,straighten,Place bag on surface.,Straighten the bag.,on,,;referent_grounding_v1:G2,,X=bag
G2,00172-bB6nKqfsb1z/tasks-island_0.json,217,4,Arrange the stuffed animal.,OK,place_on,straighten,Place stuffed animal on surface.,Straighten the stuffed animal.,on,,;referent_grounding_v1:G2,,X=stuffed animal
G2,00172-bB6nKqfsb1z/tasks-island_0.json,217,7,Set the toothbrush.,OK,place_on,straighten,Place toothbrush on surface.,Straighten the toothbrush.,on,,;referent_grounding_v1:G2,,X=toothbrush
G2,00172-bB6nKqfsb1z/tasks-island_0.json,229,4,Set the jar.,OK,place_on,straighten,Place jar on surface.,Straighten the jar.,on,,;referent_grounding_v1:G2,,X=jar
G2,00172-bB6nKqfsb1z/tasks-island_0.json,242,3,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,251,6,Set the cup.,OK,place_on,straighten,Place cup on surface.,Straighten the cup.,on,,;referent_grounding_v1:G2,,X=cup
G2,00172-bB6nKqfsb1z/tasks-island_0.json,264,5,Arrange the shampoo bottles.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo bottles.,on,,;referent_grounding_v1:G2,,X=shampoo bottles
G2,00172-bB6nKqfsb1z/tasks-island_0.json,269,6,Arrange the storage rack.,OK,place_on,straighten,Place rack on surface.,Straighten the storage rack.,on,,;referent_grounding_v1:G2,,X=storage rack
G1,00172-bB6nKqfsb1z/tasks-island_0.json,285,6,Set a plate on the table.,OK,place_on,place_on,Place plate on surface.,Place the plate on the table.,on,on,;referent_grounding_v1:G1,,X=plate|Y=table
G1,00172-bB6nKqfsb1z/tasks-island_0.json,287,7,Set a cup of tea on the desk.,OK,place_on,place_on,Place cup on surface.,Place the cup of tea on the desk.,on,on,;referent_grounding_v1:G1,,X=cup of tea|Y=desk
G2,00172-bB6nKqfsb1z/tasks-island_0.json,294,5,Arrange the shampoo bottles.,OK,place_on,straighten,Place shampoo on surface.,Straighten the shampoo bottles.,on,,;referent_grounding_v1:G2,,X=shampoo bottles
G2,00172-bB6nKqfsb1z/tasks-island_0.json,297,4,Set a plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,304,6,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,313,6,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
G2,00172-bB6nKqfsb1z/tasks-island_0.json,321,6,Arrange the book.,OK,place_on,straighten,Place book on surface.,Straighten the book.,on,,;referent_grounding_v1:G2,,X=book
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,1,4,Organize items inside the fridge.,OK,place_in,straighten,Place fridge in receptacle.,Straighten the items inside the fridge.,in,,;referent_grounding_v1:G2,,X=items inside the fridge
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,27,4,Arrange the hanger.,OK,place_on,straighten,Place hanger on surface.,Straighten the hanger.,on,,;referent_grounding_v1:G2,,X=hanger
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,41,5,Arrange the vase.,OK,place_in,straighten,Place vase in receptacle.,Straighten the vase.,in,,;referent_grounding_v1:G2,,X=vase
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,47,4,Arrange the vase.,OK,place_on,straighten,Place vase on surface.,Straighten the vase.,on,,;referent_grounding_v1:G2,,X=vase
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,55,3,Arrange the box.,OK,place_on,straighten,Place box on surface.,Straighten the box.,on,,;referent_grounding_v1:G2,,X=box
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,65,3,Arrange the flowerpot.,OK,place_on,straighten,Place flowerpot on surface.,Straighten the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G1,00173-qZ4B7U6XE5Y/tasks-island_0.json,79,5,Set the bowl with snacks on the table.,OK,place_on,place_on,Place bowl on surface.,Place the bowl on the table.,on,on,;referent_grounding_v1:G1,,X=bowl|Y=table
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,87,2,Reposition the flowerpot.,OK,place_on,reposition,Place flowerpot on surface.,Reposition the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,99,6,Arrange the cabinet.,OK,place_on,straighten,Place cabinet on surface.,Straighten the cabinet.,on,,;referent_grounding_v1:G2,,X=cabinet
G1,00173-qZ4B7U6XE5Y/tasks-island_0.json,100,4,Set the bowl on the side table.,OK,place_on,place_on,Place bowl on surface.,Place the bowl on the side table.,on,on,;referent_grounding_v1:G1,,X=bowl|Y=side table
G2,00173-qZ4B7U6XE5Y/tasks-island_0.json,103,4,Set the plate.,OK,place_on,straighten,Place plate on surface.,Straighten the plate.,on,,;referent_grounding_v1:G2,,X=plate
